effect,group,term,estimate,std.error,statistic,df,p.value,warnings,n_subj,n_ingroup,beta_0,beta_1,omega_0,tau_0,tau_1,rho,sigma,n_outgroup
fixed,NA,(Intercept),791.9795322063173,27.916437273147366,28.36964919474582,15.616385252057183,7.380913434741069e-15,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,115.69210346118538,31.244035208809343,3.7028540868039244,49.17979572849259,5.393543613278294e-4,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),91.67540265703022,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),73.24340673849834,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,6.869139896296738,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,193.36522168281073,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),753.5595191613485,25.520020231250967,29.52817091573323,27.734031056798194,1.6942430763342102e-22,Model failed to converge with 1 negative eigenvalue: -5.3e+00,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,194.21521236860684,42.858662467898185,4.531527611578571,20.24077627606759,1.979105214651526e-4,Model failed to converge with 1 negative eigenvalue: -5.3e+00,20,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),83.15976837388206,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -5.3e+00,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),63.01826058144014,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -5.3e+00,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.9999998897995852,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -5.3e+00,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,22.820802556199265,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -5.3e+00,20,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,206.81297876879378,NA,NA,NA,NA,Model failed to converge with 1 negative eigenvalue: -5.3e+00,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),800.6375017221807,26.758471385381213,29.920898327532562,39.382427938266204,1.067198075776095e-28,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,100.062837803737,48.33585819126184,2.070157467936017,32.348246562940865,0.046499165771818445,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),119.01663309966,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),58.82344739660487,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.07454686037709712,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,57.3291577264067,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,206.16584715500838,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),797.9790084277233,24.159926002848263,33.029033629227506,43.7981882294628,1.361595066945213e-32,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,120.53155520152384,36.98002898517445,3.259368867716296,41.57421126872443,0.0022303097155136615,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),102.31503439112544,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),73.58661955828046,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.18166652047681525,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,48.10666512968418,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,202.4714083536912,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),819.2458415724735,25.857532296286557,31.683063649895423,35.82369489336577,8.494608392876852e-28,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,103.7249524470413,30.433748647999654,3.4082213678878803,47.482378007852255,0.0013415929594343282,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),98.12766784938736,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),93.90644239816152,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-0.1691732498289297,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,17.577904159089886,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,187.3771499099691,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),806.8239750895794,28.565547785585743,28.2446526545066,26.985646617084342,1.4115563419337465e-21,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,156.27696311777586,53.67480017237916,2.911551838402472,21.94270939875235,0.00810187525787084,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),63.56474794040575,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.20056628445310323,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,68.3562103570801,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),111.22012427491744,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,194.132138627204,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),830.2120523696888,19.670957081465644,42.20496485917966,44.48375479135278,1.5815270625516345e-37,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,131.06955746109352,33.34674740456482,3.930505001610786,30.045819131834694,4.611275194659457e-4,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),82.60125035757596,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),58.68315837046055,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.6328764674329859,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,26.48457813789639,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,200.6277850691506,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),793.6530338808494,21.87135226811288,36.28733258701831,58.84609117986168,5.6330222913949816e-42,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,112.13761220546833,33.82921295643809,3.3148158767355316,46.51856047337216,0.0017829375317354333,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),93.62301870027446,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),82.3645234955362,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.27759498867454735,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,63.7605081209522,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,199.28015932507978,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),812.5564437643235,18.79211353531207,43.23922597835826,63.15211045956039,1.2344261339451837e-48,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,196.69355506335475,27.358645907963922,7.189447742590891,50.09012773531535,3.0049046007907686e-9,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),89.2068260361987,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),70.75317309360733,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,10.084019728740815,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,201.69032500794202,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),772.5849769697455,23.51001524325445,32.86195134184005,29.79058355773124,5.813130936168682e-25,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,111.82159421813391,41.77889811722828,2.676508937702746,20.113325679349952,0.014458872644972497,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),68.79127945348023,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999772499131,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,17.682843461550892,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),87.29296976474437,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,206.71078346220452,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),818.8260110454988,18.159264129932946,45.09136522199605,49.650569119464656,5.913344563394863e-42,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,86.74051394413175,30.08050631064003,2.8836121655788096,29.850713339125782,0.007225482423183671,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),65.09775962520806,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.9452477973611142,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,19.568541860788518,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),75.3485659705765,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,203.67337452221557,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),814.793814635831,20.29199570764061,40.15345885023197,70.47543749883161,2.6806480179433e-50,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,81.25958123075566,31.876524722677193,2.549198256011484,46.35456632593856,0.01416927385444675,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),90.97188678619536,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),85.19408840913624,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.3232488862997109,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,61.59731785921556,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,193.56515250963838,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),794.6142637952574,19.23928776693393,41.30164657971074,79.95324809152527,1.0733219674515534e-55,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,118.6177901349153,31.647257854409812,3.748122212692332,58.22985039040107,4.1148615381844683e-4,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),101.49830247041108,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),75.93844419972959,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.24118395907293375,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,62.486121766504105,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,199.72933186945951,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),790.7335156917371,25.486674413634194,31.025370468448845,30.193556000273272,1.835985767009881e-24,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,49.1297857512833,45.60981111419771,1.0771758214098341,20.241473320802918,0.29407272196984036,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),81.89230937279694,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.16042659303423204,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,30.397866667831696,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),97.41249452515771,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,202.44471219991954,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),803.641291647463,22.613332164388748,35.538384427617856,49.45610074496859,7.1028506473471095e-37,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,114.95436167332086,39.427327192994156,2.915601179624144,31.621634418610252,0.006474926994864819,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),82.02674956863407,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,-0.1811674980625526,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,48.648728071313506,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),102.5099064030136,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,199.4455125689038,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),758.9780100109559,20.122383137932136,37.71809754383555,74.06134494447686,4.276474064431892e-50,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,59.658505514687285,32.22027896799196,1.8515825258357574,41.571800672641885,0.07119750795763549,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),87.18228186709035,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.20534314863307174,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,36.44529180874349,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),96.47862041721697,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,200.95866628964313,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),798.3391094882812,17.758491563540908,44.955344694214475,81.27235104231112,3.5117736370021567e-59,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,90.91990099397461,30.62111335625981,2.96918991599592,55.55969490233093,0.004401195758570203,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),101.06088959408228,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),69.05636177896255,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.10093503900315522,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,53.71172167193157,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,198.25698259126423,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),807.9952870316757,39.74495252386766,20.329506911511796,16.026668030793676,7.203988172835569e-13,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,66.61655241617207,50.533677819306064,1.3182605203281217,17.412695698781967,0.20449520246554945,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),91.48561315646783,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),99.52824183712197,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.408257136582611,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,44.424763220855326,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,184.712364542759,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),787.6718534905765,31.405468190710163,25.080723162839913,23.834677522577163,1.212244306105831e-18,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,117.06961865625567,48.7012803249103,2.40383041010886,29.942330435046692,0.022620963342676697,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),117.14443356621238,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),63.26557981374358,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,16.617584614582427,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,196.43532995048022,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),764.9477183543928,25.855196015467467,29.58584100065514,23.409107513486997,4.731579812710904e-20,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,28.02782221164139,45.29863158880123,0.6187344126874343,30.383701642871774,0.5407027851464006,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),105.79151372338659,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),52.63959124657332,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,69.74037614377207,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,211.2840693857255,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),801.5083899876644,28.717495931855602,27.91010720048788,16.14934989288716,4.27068654720567e-15,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,98.16830643420269,33.92308832546396,2.8938493303545667,33.86686186697075,0.006611512139320142,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),97.39385726077332,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),74.95869658637254,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-0.3693575115090501,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,31.546807877154627,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,191.18405341544027,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),772.5872589380857,27.73468027431066,27.856360747511385,29.560381538759987,9.023679592168768e-23,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,101.42615226633639,46.1649307711072,2.197038976820366,19.905194386042734,0.04002804107148703,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),93.94621205927201,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),68.77276578934915,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,2.4063927007974177,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,191.24150824349468,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),754.966802090009,25.980429871834897,29.059057367963735,38.047636346399216,1.3910779438456135e-27,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,114.4469404669079,39.48053983221525,2.898819037259509,30.409701899684798,0.0068910210905016945,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),93.8675099119515,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),78.69932260869318,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.5868440905065118,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,44.15852261008325,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,207.26782693359598,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),766.3808691737436,23.128381316937002,33.13594923361627,38.51896231326231,6.366631285506917e-30,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,120.82334331400175,34.1026317136023,3.54293311814436,43.09958082109738,9.657578691758404e-4,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),87.59225631518315,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),76.9169452197747,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.3934708295445552,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,64.27203012437764,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,194.52735557739047,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),784.5410696524145,21.362887644076853,36.724486067778344,53.084466166738935,2.0423271618269562e-39,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,131.49062370060642,35.910204772394735,3.6616506236602486,53.57180202138354,5.744778543824282e-4,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),110.68012646477675,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),58.67707699848707,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.6400278917589163,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,55.25410497670012,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,198.04341027650648,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),845.1991064662855,22.79696927193015,37.07506451337709,30.064832493421225,1.1669664791214784e-26,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,74.56164622240233,39.724254182317374,1.8769803928903535,20.383504899002766,0.07490956388580554,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),62.59368364700098,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,25.4588114806016,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),80.36451559293627,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,199.26876109054734,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),812.4876733675666,28.306320827483567,28.70340085238823,49.32955058643185,1.9201045336859726e-32,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,61.94253720462359,47.45035160891449,1.3054178758284787,31.347486138478665,0.20125103444918985,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),123.29186851144703,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),87.42381814031744,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,-0.3898097042756899,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,44.36255281880307,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
